Message_body,Label
Lol! Oops sorry! Have fun. ,Non-Spam
Hi dis is yijue i would be happy to work wif ü all for gek1510...,Non-Spam
Well. You know what i mean. Texting,Non-Spam
Dip's cell dead. So i m coming with him. U better respond else we shall come back.,Non-Spam
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,Non-Spam
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",Non-Spam
Okey dokey swashbuckling stuff what oh.,Non-Spam
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",Non-Spam
I'm really sorry I lit your hair on fire,Non-Spam
Sorry da..today i wont come to play..i have driving clas..,Non-Spam
Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,Spam
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,Spam
Nokia phone is lovly..,Non-Spam
"Response is one of d powerful weapon 2 occupy a place in others 'HEART'... So, always give response 2 who cares 4 U""... Gud night..swt dreams..take care",Non-Spam
"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",Non-Spam
Ok...,Non-Spam
Thanks  and ! Or bomb and date as my phone wanted to say! ,Non-Spam
yes baby! I need to stretch open your pussy!,Non-Spam
Same to u...,Non-Spam
"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",Non-Spam
I'm fine. Hope you are also,Non-Spam
I liked your new house,Non-Spam
Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,Non-Spam
Maybe you should find something else to do instead???,Non-Spam
either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,Non-Spam
S.this will increase the chance of winning.,Non-Spam
I am in escape theatre now. . Going to watch KAVALAN in a few minutes,Non-Spam
Pls help me tell Ashley that i cant find her number oh,Non-Spam
Missing you too.pray inshah allah,Non-Spam
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,Spam
I need details about that online job.,Non-Spam
"Awesome, that gonna be soon or later tonight?",Non-Spam
"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",Non-Spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,Spam
That's one of the issues but california is okay. No snow so its manageable,Non-Spam
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,Non-Spam
....photoshop makes my computer shut down.,Non-Spam
Yay can't wait to party together!,Non-Spam
"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",Non-Spam
I hope your pee burns tonite.,Non-Spam
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",Spam
Rats. Hey did u ever vote for the next themes?,Non-Spam
Po de :-):):-):-):-). No need job aha.,Non-Spam
"The word ""Checkmate"" in chess comes from the Persian phrase ""Shah Maat"" which means; ""the king is dead.."" Goodmorning.. Have a good day..:)",Non-Spam
"How long before you get reply, just defer admission til next semester",Non-Spam
Lol no. Just trying to make your day a little more interesting,Non-Spam
Yup but it's not giving me problems now so mayb i'll jus leave it...,Non-Spam
"Haha, just what I was thinkin",Non-Spam
I am going to sleep. I am tired of travel.,Non-Spam
Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,Non-Spam
:-) :-),Non-Spam
u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),Spam
Im good! I have been thinking about you...,Non-Spam
Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,Spam
Got smaller capacity one? Quite ex...,Non-Spam
How's ur paper?,Non-Spam
Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,Non-Spam
Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,Non-Spam
Ü no home work to do meh... ,Non-Spam
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,Non-Spam
i can call in  &lt;#&gt;  min if thats ok,Non-Spam
"fyi I'm at usf now, swing by the room whenever",Non-Spam
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,Non-Spam
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",Non-Spam
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",Non-Spam
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,Non-Spam
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,Spam
Call me when u finish then i come n pick u.,Non-Spam
Sorry for the delay. Yes masters,Non-Spam
"Er, hello, things didnt quite go to plan  is limping slowly home followed by aa and with exhaust hanging off",Non-Spam
How do you plan to manage that,Non-Spam
Reverse is cheating. That is not mathematics.,Non-Spam
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",Non-Spam
"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",Non-Spam
I dont know why she.s not getting your messages,Non-Spam
Just come home. I don't want u to be miserable,Non-Spam
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,Spam
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,Spam
Saw Guys and Dolls last night with Patrick Swayze it was great,Non-Spam
Sorry that was my uncle. I.ll keep in touch,Non-Spam
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,Non-Spam
Gd luck 4 ur exams :-),Non-Spam
Send me your resume:-),Non-Spam
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,Non-Spam
We're on the opposite side from where we dropped you off,Non-Spam
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",Non-Spam
Ü thk of wat to eat tonight.,Non-Spam
Holy living christ what is taking you so long,Non-Spam
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",Spam
Indeed and by the way it was either or - not both !,Non-Spam
"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",Non-Spam
"Call me, i am senthil from hsbc.",Non-Spam
Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,Non-Spam
Sen told that he is going to join his uncle finance in cbe,Non-Spam
O we cant see if we can join denis and mina? Or does denis want alone time,Non-Spam
U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,Non-Spam
Sorry completely forgot * will pop em round this week if your still here?,Non-Spam
Quite lor. But dun tell him wait he get complacent...,Non-Spam
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",Non-Spam
U repeat e instructions again. Wat's e road name of ur house?,Non-Spam
Ok then u tell me wat time u coming later lor.,Non-Spam
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",Non-Spam
Hi..i got the money da:),Non-Spam
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,Non-Spam
watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,Non-Spam
I'm not sure if its still available though,Non-Spam
Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,Spam
Whens your radio show?,Non-Spam
if you text on your way to cup stop that should work. And that should be BUS,Non-Spam
Hi.:)technical support.providing assistance to us customer through call and email:),Non-Spam
Prepare to be pleasured :),Non-Spam
Me too! Have a lovely night xxx,Non-Spam
It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),Non-Spam
I'm home. Doc gave me pain meds says everything is fine.,Non-Spam
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 £100 cash. Name the NEW US President? txt ans to 80082,Spam
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,Spam
"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",Non-Spam
Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,Non-Spam
U wan 2 haf lunch i'm in da canteen now.,Non-Spam
Ok lor... Or u wan me go look 4 u?,Non-Spam
Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,Spam
Well boy am I glad G wasted all night at applebees for nothing,Non-Spam
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,Spam
"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",Non-Spam
Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,Non-Spam
The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,Non-Spam
"When you just put in the + sign, choose my number and the pin will show. Right?",Non-Spam
Orh i tot u say she now still dun believe.,Non-Spam
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,Spam
Thinking of u ;) x,Non-Spam
I am in hospital da. . I will return home in evening,Non-Spam
Ya very nice. . .be ready on thursday,Non-Spam
Many more happy returns of the day. I wish you happy birthday.,Non-Spam
"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",Non-Spam
We have pizza if u want,Non-Spam
I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,Non-Spam
"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",Non-Spam
"Not for possession, especially not first offense",Non-Spam
Oh k:)after that placement there ah?,Non-Spam
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,Spam
Good Morning my Dear Shijutta........... Have a great &amp; successful day.,Non-Spam
Wat time r ü going to xin's hostel?,Non-Spam
K:)eng rocking in ashes:),Non-Spam
I dont know ask to my brother. Nothing problem some thing that. Just i told .,Non-Spam
I've reached already.,Non-Spam
I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,Non-Spam
"Had your mobile 10 mths? Update to the latest Camera/Video phones for FREE. KEEP UR SAME NUMBER, Get extra free mins/texts. Text YES for a call",Spam
Jason says it's cool if we pick some up from his place in like an hour,Non-Spam
"There'll be a minor shindig at my place later tonight, you interested?",Non-Spam
"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply",Spam
HELLO PEACH! MY CAKE TASTS LUSH!,Non-Spam
"I'm home, my love ... If your still awake ... *loving kiss*",Non-Spam
"Yup. Anything lor, if u dun wan it's ok...",Non-Spam
Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..,Non-Spam
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",Non-Spam
My uncles in Atlanta. Wish you guys a great semester.,Non-Spam
"K will do, addie &amp; I are doing some art so I'll be here when you get home",Non-Spam
"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow.",Non-Spam
S:)8 min to go for lunch:),Non-Spam
Oops i thk i dun haf enuff... I go check then tell ü..,Non-Spam
Big brothers really scraped the barrel with this shower of social misfits,Non-Spam
Thats cool princess! I will cover your face in hot sticky cum :),Non-Spam
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,Non-Spam
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),Non-Spam
"Haha awesome, I might need to take you up on that, what you doin tonight?",Non-Spam
"Did you say bold, then torch later. Or one torch and 2bold?",Non-Spam
Wif my family booking tour package.,Non-Spam
Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,Non-Spam
Hey anyway i have to :-),Non-Spam
Yar but they say got some error.,Non-Spam
Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,Non-Spam
Anytime...,Non-Spam
I liked the new mobile,Non-Spam
"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",Spam
Yes fine ,Non-Spam
Don no da:)whats you plan?,Non-Spam
"Okey dokey, ill be over in a bit just sorting some stuff out.",Non-Spam
A guy who gets used but is too dumb to realize it.,Non-Spam
"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU",Spam
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,Non-Spam
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,Non-Spam
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",Non-Spam
Surly ill give it to you:-) while coming to review.,Non-Spam
Ok no prob,Non-Spam
"Didn't try, g and I decided not to head out",Non-Spam
Hmmm.but you should give it on one day..,Non-Spam
Eatin my lunch...,Non-Spam
But pls dont play in others life.,Non-Spam
"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",Non-Spam
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",Non-Spam
Ok u can take me shopping when u get paid =D,Non-Spam
"Haha yeah, 2 oz is kind of a shitload",Non-Spam
Are you staying in town ?,Non-Spam
"That's cool he'll be here all night, lemme know when you're around",Non-Spam
Sry da..jst nw only i came to home..,Non-Spam
It is a good thing I'm now getting the connection to bw,Non-Spam
Wewa is 130. Iriver 255. All 128 mb.,Non-Spam
Ü ready then call me...,Non-Spam
"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",Spam
I'm leaving my house now.,Non-Spam
I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,Non-Spam
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",Spam
"Probably not, I'm almost out of gas and I get some cash tomorrow",Non-Spam
"I didnt get ur full msg..sometext is missing, send it again",Non-Spam
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",Non-Spam
IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,Non-Spam
I send the print  outs da.,Non-Spam
Not..tel software name..,Non-Spam
Ok set let u noe e details later...,Non-Spam
Mum not going robinson already.,Non-Spam
No. Yes please. Been swimming?,Non-Spam
Ladies first and genus second k .,Non-Spam
Ok no prob...,Non-Spam
You call him and tell now infront of them. Call him now.,Non-Spam
I cant pick the phone right now. Pls send a message,Non-Spam
This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,Non-Spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,Spam
"K, I'll work something out",Non-Spam
Our Prasanth ettans mother passed away last night. Just pray for her and family.,Non-Spam
Hope you are having a great day.,Non-Spam
Lol yes. But it will add some spice to your day.,Non-Spam
Where r e meeting tmr?,Non-Spam
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,Spam
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,Non-Spam
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",Non-Spam
We are okay. Going to sleep now. Later,Non-Spam
God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,Non-Spam
We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,Spam
Are you planning to come chennai?,Non-Spam
Did u got that persons story,Non-Spam
Sorry i din lock my keypad.,Non-Spam
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,Spam
Havent.,Non-Spam
Do you hide anythiing or keeping distance from me,Non-Spam
Of course. I guess god's just got me on hold right now.,Non-Spam
Captain vijaykanth is doing comedy in captain tv..he is drunken :),Non-Spam
Oh ho. Is this the first time u use these type of words,Non-Spam
K k pa Had your lunch aha.,Non-Spam
How come i din c ü... Yup i cut my hair...,Non-Spam
These won't do. Have to move on to morphine,Non-Spam
Oh wow thats gay. Will firmware update help,Non-Spam
"I'm in a meeting, call me later at",Non-Spam
"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",Non-Spam
Everybody had fun this evening. Miss you.,Non-Spam
Only saturday and sunday holiday so its very difficult:),Non-Spam
Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,Spam
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,Spam
Lol ... I knew that .... I saw him in the dollar store,Non-Spam
I'm on the bus. Love you,Non-Spam
Jus finish blowing my hair. U finish dinner already?,Non-Spam
"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",Non-Spam
They finally came to fix the ceiling.,Non-Spam
"Received, understood n acted upon!",Non-Spam
THIS IS A LONG FUCKIN SHOWR,Non-Spam
"Sorry, I'll call later In meeting.",Non-Spam
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,Non-Spam
Good. do you think you could send me some pix? I would love to see your top and bottom...,Non-Spam
Ü called dad oredi...,Non-Spam
Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,Spam
hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,Non-Spam
How much you got for cleaning,Non-Spam
Sorry da. I gone mad so many pending works what to do.,Non-Spam
Wat time ü finish?,Non-Spam
Just glad to be talking to you.,Non-Spam
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",Spam
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",Spam
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,Spam
URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,Spam
Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,Spam
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,Spam
FREE entry into our £250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,Spam
100 dating service cal;l 09064012103 box334sk38ch,Spam
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",Spam
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,Spam
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",Spam
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",Spam
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,Spam
"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",Spam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,Spam
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Spam
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,Spam
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,Spam
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access!,Spam
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,Spam
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",Spam
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",Spam
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",Spam
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,Spam
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,Spam
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,Spam
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,Spam
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,Spam
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,Spam
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,Spam
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,Spam
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,Spam
"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",Spam
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",Spam
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,Spam
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,Spam
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,Spam
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",Spam
-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,Spam
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,Spam
Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,Spam
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",Spam
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,Spam
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,Spam
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,Spam
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,Spam
"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",Spam
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,Spam
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,Spam
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,Spam
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,Spam
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",Spam
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",Spam
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589",Spam
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! ",Spam
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,Spam
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,Spam
Thanks for your subscription to Ringtone UK your mobile will be charged £5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,Spam
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",Spam
